date,country,course,off_time,race_name,race_type,race_class,distance,distance_furlongs,going,surface,number_of_runners,card_number,position,draw,horse_id,horse,age,sex,weight_carried_lbs,sp_dec,jockey,trainer,prize,official_rating,sire,dam,damsire
2023-06-21,GB,Newcastle (AW),17:19,Free Tips Daily On attheraces.com Handicap,Flat,Class 6,1m2f,10f,Standard,AW,12,12,5.0,2,3668349,Braes Of Doune (GB),5,G,126,7.5,Paul Mulrennan,Jim Goldie,189.72,46.0,Orientor (GB),Gargoyle Girl (GB),Be My Chief
2023-06-21,GB,Newcastle (AW),17:19,Free Tips Daily On attheraces.com Handicap,Flat,Class 6,1m2f,10f,Standard,AW,12,2,6.0,6,1646603,Jamil (IRE),8,G,130,10.0,Mark Winn,Tina Jackson,,55.0,Dansili (GB),Havant (GB),Halling
2023-06-21,GB,Newcastle (AW),17:19,Free Tips Daily On attheraces.com Handicap,Flat,Class 6,1m2f,10f,Standard,AW,12,5,7.0,10,1138152,International Law (GB),9,G,133,23.0,Cam Hardie,Antony Brittain,,53.0,Exceed And Excel (AUS),Cruel Sea (USA),Mizzen Mast
2023-06-21,GB,Newcastle (AW),17:19,Free Tips Daily On attheraces.com Handicap,Flat,Class 6,1m2f,10f,Standard,AW,12,3,8.0,3,3552552,Aljardaa (IRE),5,M,132,23.0,Gina Mangan,Patrick Morris,,55.0,Muhaarar (GB),Yasmeen (GB),Sea The Stars
2023-06-21,GB,Newcastle (AW),17:19,Free Tips Daily On attheraces.com Handicap,Flat,Class 6,1m2f,10f,Standard,AW,12,10,9.0,12,3445054,The Grey Bandit (GB),6,G,129,21.0,Ray Dawson,John Stimpson,,49.0,Gregorian (IRE),Reel Cool (GB),Reel Buddy
2023-06-21,GB,Newcastle (AW),17:19,Free Tips Daily On attheraces.com Handicap,Flat,Class 6,1m2f,10f,Standard,AW,12,1,10.0,1,2894308,Habanero Star (GB),6,M,134,17.0,Billy Loughnane,Gay Kelleway,,57.0,Mayson (GB),Highly Spiced (GB),Cadeaux Genereux
2023-06-21,GB,Newcastle (AW),17:19,Free Tips Daily On attheraces.com Handicap,Flat,Class 6,1m2f,10f,Standard,AW,12,9,11.0,5,3550659,Precedent (IRE),4,G,127,12.0,Adam Farragher,Rebecca Menzies,,50.0,Excelebration (IRE),Strategise (IRE),Strategic Prince
2023-06-21,GB,Newcastle (AW),17:19,Free Tips Daily On attheraces.com Handicap,Flat,Class 6,1m2f,10f,Standard,AW,12,6,12.0,4,3341501,Big Muddy (GB),6,G,131,41.0,Faye McManoman,Suzzanne France,,51.0,Monsieur Bond (IRE),Nine Red (GB),Royal Applause
2023-06-21,GB,Newcastle (AW),17:50,Royal Ascot On Sky Sports Racing Novice Stakes (GBB Race) (Div I),Flat,Class 5,1m2f,10f,Standard,AW,9,5,1.0,6,5017668,Hidden Story (GB),3,G,127,4.33,Billy Loughnane,Charlie Appleby,4104.0,,Dubawi (IRE),Bound (IRE),Galileo
2023-06-21,GB,Newcastle (AW),17:50,Royal Ascot On Sky Sports Racing Novice Stakes (GBB Race) (Div I),Flat,Class 5,1m2f,10f,Standard,AW,9,10,2.0,3,5093049,Mambo Sunset (IRE),3,F,125,4.5,P J McDonald,James Horton,1926.6,,Sea The Stars (IRE),Mambo Light (USA),Kingmambo
2023-06-21,GB,Newcastle (AW),17:50,Royal Ascot On Sky Sports Racing Novice Stakes (GBB Race) (Div I),Flat,Class 5,1m2f,10f,Standard,AW,9,7,3.0,10,4622306,Mordor (FR),3,C,130,12.0,Cieren Fallon,David Simcock,963.68,,Roaring Lion (USA),Secrete (FR),Cape Cross
2023-06-21,GB,Newcastle (AW),17:50,Royal Ascot On Sky Sports Racing Novice Stakes (GBB Race) (Div I),Flat,Class 5,1m2f,10f,Standard,AW,9,4,4.0,7,5011618,Break Point (GB),3,C,130,6.0,Robert Havlin,S Woods,481.84,,Iffraaj (GB),Final Set (IRE),Dark Angel
2023-06-21,GB,Newcastle (AW),17:50,Royal Ascot On Sky Sports Racing Novice Stakes (GBB Race) (Div I),Flat,Class 5,1m2f,10f,Standard,AW,9,9,5.0,5,4938828,Unlimited (IRE),3,C,127,7.5,Adam Farragher,William Haggas,,,Saxon Warrior (JPN),Love And Bubbles (USA),Loup Sauvage
2023-06-21,GB,Newcastle (AW),17:50,Royal Ascot On Sky Sports Racing Novice Stakes (GBB Race) (Div I),Flat,Class 5,1m2f,10f,Standard,AW,9,8,6.0,4,5069220,New York Bay (IRE),3,G,130,201.0,Cam Hardie,Gay Kelleway,,,New Bay (GB),Seminova (GB),Cape Cross
2023-06-21,GB,Newcastle (AW),17:50,Royal Ascot On Sky Sports Racing Novice Stakes (GBB Race) (Div I),Flat,Class 5,1m2f,10f,Standard,AW,9,3,7.0,8,4471461,Bear On The Loose (IRE),3,G,137,5.0,Ray Dawson,Kevin Philippart De Foy,,,Footstepsinthesand (GB),Ihtiraam (IRE),Teofilo
2023-06-21,GB,Newcastle (AW),17:50,Royal Ascot On Sky Sports Racing Novice Stakes (GBB Race) (Div I),Flat,Class 5,1m2f,10f,Standard,AW,9,1,8.0,1,4996588,Rayat (IRE),4,G,146,9.0,Sean Kirrane,Saeed bin Suroor,,,Starspangledbanner (AUS),Violets Gift (IRE),Cadeaux Genereux
2023-06-21,GB,Newcastle (AW),17:50,Royal Ascot On Sky Sports Racing Novice Stakes (GBB Race) (Div I),Flat,Class 5,1m2f,10f,Standard,AW,9,2,9.0,2,5073362,Vikinvalleycracker (GB),4,G,142,201.0,Faye McManoman,Brian Rothwell,,,Viking Raider (GB),Ceiriog Valley (GB),In The Wings
2023-06-21,GB,Newcastle (AW),18:20,Royal Ascot On Sky Sports Racing Novice Stakes (GBB Race) (Div II),Flat,Class 5,1m2f,10f,Standard,AW,10,7,1.0,3,5069207,Theatre Honours (GB),3,G,127,1.44,Billy Loughnane,Charlie Appleby,4104.0,,Kingman (GB),Sperry (IRE),Shamardal
2023-06-21,GB,Newcastle (AW),18:20,Royal Ascot On Sky Sports Racing Novice Stakes (GBB Race) (Div II),Flat,Class 5,1m2f,10f,Standard,AW,10,4,2.0,6,4893308,Carbis Bay (GB),3,C,130,6.5,Ray Dawson,Marco Botti,1926.6,,Siyouni (FR),Lady Darshaan (IRE),High Chaparral
2023-06-21,GB,Newcastle (AW),18:20,Royal Ascot On Sky Sports Racing Novice Stakes (GBB Race) (Div II),Flat,Class 5,1m2f,10f,Standard,AW,10,5,3.0,9,5055580,Harappan (USA),3,C,130,51.0,Connor Beasley,John Butler,963.68,,Bayern (USA),My Bellamy (USA),Bellamy Road
2023-06-21,GB,Newcastle (AW),18:20,Royal Ascot On Sky Sports Racing Novice Stakes (GBB Race) (Div II),Flat,Class 5,1m2f,10f,Standard,AW,10,9,4.0,4,4994597,Loddon (GB),3,F,125,29.0,P J McDonald,Ed Walker,481.84,,Sea The Moon (GER),Wylye (GB),Dalakhani
2023-06-21,GB,Newcastle (AW),18:20,Royal Ascot On Sky Sports Racing Novice Stakes (GBB Race) (Div II),Flat,Class 5,1m2f,10f,Standard,AW,10,10,5.0,8,5106062,Spiced Rum (GB),3,F,126,101.0,Paul Mulrennan,Rebecca Menzies,,,Seahenge (USA),Thuit (IRE),Duke Of Marmalade
2023-06-21,GB,Newcastle (AW),18:20,Royal Ascot On Sky Sports Racing Novice Stakes (GBB Race) (Div II),Flat,Class 5,1m2f,10f,Standard,AW,10,6,6.0,10,4002041,Medieval Gold (GB),3,C,130,7.0,Cieren Fallon,William Haggas,,,Camelot (GB),Mill Springs (GB),Shirocco
2023-06-21,GB,Newcastle (AW),18:20,Royal Ascot On Sky Sports Racing Novice Stakes (GBB Race) (Div II),Flat,Class 5,1m2f,10f,Standard,AW,10,1,7.0,2,4638948,Quantum Leap (GB),4,G,149,11.0,Callum Rodriguez,Edward Bethell,,,New Approach (IRE),Disavow (GB),Shamardal
2023-06-21,GB,Newcastle (AW),18:20,Royal Ascot On Sky Sports Racing Novice Stakes (GBB Race) (Div II),Flat,Class 5,1m2f,10f,Standard,AW,10,8,8.0,5,5050201,Trickytrickytricky (IRE),3,G,130,201.0,Dale Swift,Philip Kirby,,,Fast Company (IRE),Village Fete (GB),Singspiel
2023-06-21,GB,Newcastle (AW),18:20,Royal Ascot On Sky Sports Racing Novice Stakes (GBB Race) (Div II),Flat,Class 5,1m2f,10f,Standard,AW,10,2,9.0,7,4330802,Lite And Airy (GB),4,G,142,26.0,Robert Havlin,S Woods,,,Twilight Son (GB),Spin Doctor (GB),Mayson
2023-06-21,GB,Newcastle (AW),18:20,Royal Ascot On Sky Sports Racing Novice Stakes (GBB Race) (Div II),Flat,Class 5,1m2f,10f,Standard,AW,10,3,10.0,1,4922414,Alanine (GB),4,F,134,201.0,Sean Kirrane,John Davies,,,Bobbys Kitten (USA),Albacocca (GB),With Approval
2023-06-21,GB,Newcastle (AW),19:20,Royal Ascot On Sky Sports Racing EBF Novice Stakes (GBB Race),Flat,Class 3,5f,5f,Standard,AW,5,3,1.0,5,5021320,Kylian (IRE),2,C,133,3.5,P J McDonald,K R Burke,8100.0,,Invincible Spirit (IRE),Hikmaa (IRE),Roderic OConnor
2023-06-21,GB,Newcastle (AW),19:20,Royal Ascot On Sky Sports Racing EBF Novice Stakes (GBB Race),Flat,Class 3,5f,5f,Standard,AW,5,4,2.0,2,4924550,Moonstone Boy (IRE),2,C,133,9.0,Paul Mulrennan,Iain Jardine,3802.5,,Calyx (GB),Star Fire (GB),Dark Angel
2023-06-21,GB,Newcastle (AW),19:20,Royal Ascot On Sky Sports Racing EBF Novice Stakes (GBB Race),Flat,Class 3,5f,5f,Standard,AW,5,2,3.0,6,4990396,Blue Prince (IRE),2,C,133,11.0,Cam Hardie,Richard Fahey,1902.0,,Blue Point (IRE),Zip Along (IRE),Iffraaj
2023-06-21,GB,Newcastle (AW),19:20,Royal Ascot On Sky Sports Racing EBF Novice Stakes (GBB Race),Flat,Class 3,5f,5f,Standard,AW,5,6,4.0,4,5113797,Nariko (IRE),2,F,128,2.25,Cieren Fallon,Kevin Ryan,951.0,,Night Of Thunder (IRE),Guana (IRE),Dark Angel
2023-06-21,GB,Newcastle (AW),19:20,Royal Ascot On Sky Sports Racing EBF Novice Stakes (GBB Race),Flat,Class 3,5f,5f,Standard,AW,5,1,5.0,1,5123487,Blue Force (IRE),2,C,133,6.0,Ray Dawson,Roger Varian,,,Blue Point (IRE),Miss Fay (IRE),Sayif
2023-06-21,GB,Newcastle (AW),20:20,Sky Sports Racing Sky 415 Handicap,Flat,Class 6,1m,8f,Standard,AW,12,12,1.0,10,3346537,Pop Favorite (GB),5,G,111,15.0,Elisha Whittington,Scott Dixon,3245.08,45.0,Fastnet Rock (AUS),Soundstrings (GB),Oasis Dream
2023-06-21,GB,Newcastle (AW),20:20,Sky Sports Racing Sky 415 Handicap,Flat,Class 6,1m,8f,Standard,AW,12,1,2.0,9,3092777,Ghost Rider (IRE),5,G,135,6.5,Oliver Stammers,Grant Tuer,1522.72,64.0,Dark Angel (IRE),Priceless Jewel (GB),Selkirk
2023-06-21,GB,Newcastle (AW),20:20,Sky Sports Racing Sky 415 Handicap,Flat,Class 6,1m,8f,Standard,AW,12,5,3.0,7,3499137,Cusack (GB),5,G,129,11.0,Sean Kirrane,David Thompson,760.74,61.0,Heeraat (IRE),Vera Richardson (IRE),Dutch Art
2023-06-21,GB,Newcastle (AW),20:20,Sky Sports Racing Sky 415 Handicap,Flat,Class 6,1m,8f,Standard,AW,12,8,4.0,1,3521633,Bold Territories (IRE),5,G,128,13.0,Connor Beasley,Michael Dods,380.68,57.0,Territories (IRE),Amberley Heights (IRE),Elnadim
2023-06-21,GB,Newcastle (AW),20:20,Sky Sports Racing Sky 415 Handicap,Flat,Class 6,1m,8f,Standard,AW,12,10,5.0,3,4042170,Mekbat (FR),4,G,126,67.0,Cam Hardie,Susan Corbett,189.72,55.0,Zelzal (FR),Al Markhiya (IRE),Arcano
2023-06-21,GB,Newcastle (AW),20:20,Sky Sports Racing Sky 415 Handicap,Flat,Class 6,1m,8f,Standard,AW,12,3,6.0,4,4522964,Squeezebox (IRE),4,G,132,2.88,Frederick Larson,Michael Appleby,,64.0,Slade Power (IRE),Beal Ban (IRE),Daggers Drawn
2023-06-21,GB,Newcastle (AW),20:20,Sky Sports Racing Sky 415 Handicap,Flat,Class 6,1m,8f,Standard,AW,12,4,7.0,2,3386707,Eleven Eleven (FR),5,G,131,8.0,Ben Sanderson,Jessica Macey,,63.0,Olympic Glory (IRE),Pretty Panther (FR),Hurricane Run
2023-06-21,GB,Newcastle (AW),20:20,Sky Sports Racing Sky 415 Handicap,Flat,Class 6,1m,8f,Standard,AW,12,9,8.0,6,3158792,Inexplicable (IRE),6,G,121,15.0,Mark Winn,Antony Brittain,,55.0,Dark Angel (IRE),Bikini Babe (IRE),Montjeu
2023-06-21,GB,Newcastle (AW),20:20,Sky Sports Racing Sky 415 Handicap,Flat,Class 6,1m,8f,Standard,AW,12,7,9.0,11,3437808,Yeeeaah (IRE),4,G,129,10.0,Paul Mulrennan,Tristan Davidson,,58.0,El Kabeir (USA),Red Savina (GB),Exceed And Excel
2023-06-21,GB,Newcastle (AW),20:20,Sky Sports Racing Sky 415 Handicap,Flat,Class 6,1m,8f,Standard,AW,12,2,10.0,12,2691569,Old News (GB),6,G,132,13.0,Billy Loughnane,Linda Stubbs,,64.0,Dutch Art (GB),Queens Charter (GB),Oasis Dream
2023-06-21,GB,Newcastle (AW),20:20,Sky Sports Racing Sky 415 Handicap,Flat,Class 6,1m,8f,Standard,AW,12,11,11.0,8,3616084,Secret Daay (GB),4,G,122,81.0,Faye McManoman,David Thompson,,51.0,Adaay (IRE),Yat Ding Yau (FR),Air Chief Marshal
2023-06-21,GB,Newcastle (AW),20:20,Sky Sports Racing Sky 415 Handicap,Flat,Class 6,1m,8f,Standard,AW,12,6,12.0,5,4770017,Rumnotred (GB),4,G,129,23.0,Cieren Fallon,Stella Barclay,,58.0,Coach House (IRE),Artistic Muse (IRE),Excellent Art
2023-06-21,GB,Newcastle (AW),18:50,Download The At The Races App Handicap,Flat,Class 5,1m2f,10f,Standard,AW,8,3,1.0,5,3162623,Bashful (GB),5,G,130,4.33,Billy Loughnane,Iain Jardine,3873.16,73.0,Manduro (GER),Inhibition (GB),Nayef
2023-06-21,GB,Newcastle (AW),18:50,Download The At The Races App Handicap,Flat,Class 5,1m2f,10f,Standard,AW,8,4,2.0,7,3882842,Tahasun (IRE),4,F,133,17.0,Ray Dawson,Henry Spiller,1817.44,73.0,Tamayuz (GB),Urjuwaan (GB),Cape Cross
2023-06-21,GB,Newcastle (AW),18:50,Download The At The Races App Handicap,Flat,Class 5,1m2f,10f,Standard,AW,8,2,3.0,2,2283889,Sagauteur (FR),7,G,133,12.0,Paul Mulrennan,Rebecca Menzies,907.98,73.0,Literato (FR),Saga DOuilly (FR),Linamix
2023-06-21,GB,Newcastle (AW),18:50,Download The At The Races App Handicap,Flat,Class 5,1m2f,10f,Standard,AW,8,8,4.0,6,964858,Danielsflyer (IRE),9,G,126,26.0,Sean Kirrane,David Thompson,454.36,69.0,Dandy Man (IRE),Warm Welcome (GB),Motivator
2023-06-21,GB,Newcastle (AW),18:50,Download The At The Races App Handicap,Flat,Class 5,1m2f,10f,Standard,AW,8,1,5.0,4,3437618,Irish Flame (GB),4,G,137,5.5,Connor Beasley,Michael Dods,226.44,77.0,Dark Angel (IRE),Dream Of Tara (IRE),Invincible Spirit
2023-06-21,GB,Newcastle (AW),18:50,Download The At The Races App Handicap,Flat,Class 5,1m2f,10f,Standard,AW,8,7,6.0,1,3437610,Cavalluccio (IRE),4,G,129,9.0,P J McDonald,Alice Haynes,,69.0,Caravaggio (USA),Gale Song (GB),Invincible Spirit
2023-06-21,GB,Newcastle (AW),18:50,Download The At The Races App Handicap,Flat,Class 5,1m2f,10f,Standard,AW,8,5,7.0,8,2695120,Vitralite (IRE),7,G,130,3.0,Robert Havlin,S Woods,,70.0,Moohaajim (IRE),Nellie Forbush (GB),Phoenix Reach
2023-06-21,GB,Newcastle (AW),18:50,Download The At The Races App Handicap,Flat,Class 5,1m2f,10f,Standard,AW,8,6,8.0,3,3366881,Flag Of Truth (FR),4,G,124,8.0,Taylor Fisher,Archie Watson,,69.0,Starspangledbanner (AUS),Dalakania (IRE),Dalakhani
2023-06-21,GB,Ripon,18:01,Harrogate Town AFC Best Dressed Gentleman Maiden Stakes (GBB Race),Flat,Class 5,6f,6f,Good,Turf,6,5,1.0,2,5059533,Bondi Bay (IRE),3,F,128,1.91,Callum Shepherd,Rae Guest,4710.6,,Australia (GB),Alsaaden (GB),Acclamation
2023-06-21,GB,Ripon,18:01,Harrogate Town AFC Best Dressed Gentleman Maiden Stakes (GBB Race),Flat,Class 5,6f,6f,Good,Turf,6,1,2.0,4,4982057,Bright (IRE),3,G,133,2.5,Dane ONeill,Harry & Roger Charlton,2210.4,,Starspangledbanner (AUS),Heavenly Song (IRE),Oratorio
2023-06-21,GB,Ripon,18:01,Harrogate Town AFC Best Dressed Gentleman Maiden Stakes (GBB Race),Flat,Class 5,6f,6f,Good,Turf,6,6,3.0,6,4582300,Moralisa (GB),3,F,128,9.0,Ben Curtis,Ismail Mohammed,1104.3,67.0,Jungle Cat (IRE),Muhadathat (GB),Showcasing
2023-06-21,GB,Ripon,18:01,Harrogate Town AFC Best Dressed Gentleman Maiden Stakes (GBB Race),Flat,Class 5,6f,6f,Good,Turf,6,4,4.0,1,4303364,Manila Style (GB),3,G,133,41.0,David Allan,Tim Easterby,552.6,,Aclaim (IRE),Elvira Delight (IRE),Desert Style
2023-06-21,GB,Ripon,18:01,Harrogate Town AFC Best Dressed Gentleman Maiden Stakes (GBB Race),Flat,Class 5,6f,6f,Good,Turf,6,3,5.0,5,5029052,Little Man (IRE),3,G,133,29.0,Dougie Costello,Kevin Frost,275.4,,Invincible Spirit (IRE),Oakley Girl (GB),Sir Percy
2023-06-21,GB,Ripon,18:01,Harrogate Town AFC Best Dressed Gentleman Maiden Stakes (GBB Race),Flat,Class 5,6f,6f,Good,Turf,6,2,6.0,3,5059610,Jailhouse Rock (GB),3,G,133,51.0,David Nolan,Peter Niven,,,Coach House (IRE),Rock On Candy (GB),Excellent Art
2023-06-21,GB,Ripon,18:35,Ripon Farm Services Fillies Handicap,Flat,Class 5,1m2f,10f,Good,Turf,8,1,1.0,8,3803227,Dungar Glory (IRE),4,F,140,15.0,Dougie Costello,Adrian Paul Keatley,4638.6,70.0,Cotai Glory (GB),Independent Girl (IRE),Bachelor Duke
2023-06-21,GB,Ripon,18:35,Ripon Farm Services Fillies Handicap,Flat,Class 5,1m2f,10f,Good,Turf,8,2,2.0,4,4559939,Bloomwithgrace (IRE),3,F,135,4.0,Alistair Rawlinson,Tom Dascombe,2175.3,77.0,No Nay Never (USA),Dewdrop (IRE),Galileo
2023-06-21,GB,Ripon,18:35,Ripon Farm Services Fillies Handicap,Flat,Class 5,1m2f,10f,Good,Turf,8,3,3.0,1,4219803,Gareeb (IRE),3,F,135,6.5,Franny Norton,Charlie Johnston,1088.1,77.0,Sioux Nation (USA),Fancy (IRE),Galileo
2023-06-21,GB,Ripon,18:35,Ripon Farm Services Fillies Handicap,Flat,Class 5,1m2f,10f,Good,Turf,8,4,4.0,3,4546192,Khinjani (GB),3,F,132,3.5,Ross Coakley,Ed Walker,543.6,74.0,Sir Percy (GB),Kandahari (GB),Archipenko
2023-06-21,GB,Ripon,18:35,Ripon Farm Services Fillies Handicap,Flat,Class 5,1m2f,10f,Good,Turf,8,6,5.0,2,4336819,Emilys Eclipse (GB),3,F,131,13.0,Ben Curtis,Ed Dunlop,271.8,73.0,Sea The Moon (GER),Lonely Rock (GB),Fastnet Rock
2023-06-21,GB,Ripon,18:35,Ripon Farm Services Fillies Handicap,Flat,Class 5,1m2f,10f,Good,Turf,8,5,6.0,7,4459193,Anjo Bonita (GB),3,F,127,5.5,Aiden Brookes,Micky Hammond,135.9,74.0,Harry Angel (IRE),Cape Mystery (GB),Cape Cross
2023-06-21,GB,Ripon,18:35,Ripon Farm Services Fillies Handicap,Flat,Class 5,1m2f,10f,Good,Turf,8,7,7.0,6,4363053,Violeta (IRE),3,F,126,10.0,Graham Lee,Ben Haslam,,68.0,Kodiac (GB),Welsh Anthem (GB),Singspiel
2023-06-21,GB,Ripon,18:35,Ripon Farm Services Fillies Handicap,Flat,Class 5,1m2f,10f,Good,Turf,8,8,8.0,5,4274044,Kittykarma (IRE),3,F,124,26.0,David Allan,Richard Fahey,,66.0,Kittens Joy (USA),Spring Leaf (FR),Footstepsinthesand
2023-06-21,GB,Ripon,20:10,Ripon Together Green Fair 25th June Classified Stakes,Flat,Class 6,6f,6f,Good,Turf,9,7,1.0,2,4330663,Made Of Lir (GB),3,F,123,8.5,Connor Planas,Sam England,3663.8,50.0,Prince Of Lir (IRE),Dusky Maid (IRE),Dark Angel
2023-06-21,GB,Ripon,20:10,Ripon Together Green Fair 25th June Classified Stakes,Flat,Class 6,6f,6f,Good,Turf,9,1,2.0,4,1371643,Flavius Titus (GB),8,G,132,6.0,Harry Russell,Danny Brooke,1719.2,48.0,Lethal Force (IRE),Furbelow (GB),Pivotal
2023-06-21,GB,Ripon,20:10,Ripon Together Green Fair 25th June Classified Stakes,Flat,Class 6,6f,6f,Good,Turf,9,2,3.0,7,3146562,Ginato (IRE),5,G,135,4.33,Ben Curtis,Roger Fell & Sean Murray,858.9,48.0,Footstepsinthesand (GB),Jacquelin Jag (IRE),Fayruz
2023-06-21,GB,Ripon,20:10,Ripon Together Green Fair 25th June Classified Stakes,Flat,Class 6,6f,6f,Good,Turf,9,3,4.0,5,1444127,Gullane One (IRE),8,G,135,3.0,David Allan,Tim Easterby,429.8,47.0,Dream Ahead (USA),Shamsalmaidan (IRE),Fantastic Light
2023-06-21,GB,Ripon,20:10,Ripon Together Green Fair 25th June Classified Stakes,Flat,Class 6,6f,6f,Good,Turf,9,9,5.0,8,4076463,Zebadaay (GB),3,G,128,17.0,Ben Robinson,David OMeara,214.2,45.0,Adaay (IRE),Springing Baroness (GB),Bertolini
2023-06-21,GB,Ripon,20:10,Ripon Together Green Fair 25th June Classified Stakes,Flat,Class 6,6f,6f,Good,Turf,9,6,6.0,3,4303306,Bedazzling (IRE),3,F,128,13.0,Franny Norton,Roger Fell & Sean Murray,,48.0,Exceed And Excel (AUS),Oziris (GB),Sepoy
2023-06-21,GB,Ripon,20:10,Ripon Together Green Fair 25th June Classified Stakes,Flat,Class 6,6f,6f,Good,Turf,9,8,7.0,6,4449874,Wrenegade Lad (IRE),3,G,128,17.0,Graham Lee,Paul Midgley,,48.0,James Garfield (IRE),Life Rely (USA),Marias Mon
2023-06-21,GB,Ripon,20:10,Ripon Together Green Fair 25th June Classified Stakes,Flat,Class 6,6f,6f,Good,Turf,9,4,8.0,1,3137718,Lady Ziana (GB),5,M,135,23.0,David Nolan,Paul Midgley,,48.0,Dawn Approach (IRE),Heartlines (USA),Bernardini
2023-06-21,GB,Ripon,20:10,Ripon Together Green Fair 25th June Classified Stakes,Flat,Class 6,6f,6f,Good,Turf,9,5,9.0,9,4175536,Azaim (GB),3,G,128,19.0,Dougie Costello,Michael Dods,,46.0,Aclaim (IRE),Azhar (GB),Exceed And Excel
2023-06-21,GB,Ripon,17:26,William Hill Ripon Champion Bonus 2023 Maiden Fillies Stakes (GBB Race),Flat,Class 5,5f,5f,Good,Turf,10,6,1.0,6,5042489,Indispensable (GB),2,F,128,1.73,Dane ONeill,William Haggas,4710.6,,Ten Sovereigns (IRE),Invaluable (GB),Invincible Spirit
2023-06-21,GB,Ripon,17:26,William Hill Ripon Champion Bonus 2023 Maiden Fillies Stakes (GBB Race),Flat,Class 5,5f,5f,Good,Turf,10,10,2.0,8,5104286,Ziggys Queen (IRE),2,F,128,5.5,Jack Garritty,Richard Fahey,2210.4,,Invincible Spirit (IRE),Iron Lady (IRE),Exceed And Excel
2023-06-21,GB,Ripon,17:26,William Hill Ripon Champion Bonus 2023 Maiden Fillies Stakes (GBB Race),Flat,Class 5,5f,5f,Good,Turf,10,5,3.0,5,5079056,Im So Dizzy (IRE),2,F,128,19.0,Callum Shepherd,Rae Guest,1104.3,,Camelot (GB),Whirlygig (GB),Mukhadram
2023-06-21,GB,Ripon,17:26,William Hill Ripon Champion Bonus 2023 Maiden Fillies Stakes (GBB Race),Flat,Class 5,5f,5f,Good,Turf,10,9,4.0,7,4990398,Specific Times (GB),2,F,128,11.0,Franny Norton,Charlie Johnston,552.6,,Blue Point (IRE),Daily Times (GB),Gleneagles
2023-06-21,GB,Ripon,17:26,William Hill Ripon Champion Bonus 2023 Maiden Fillies Stakes (GBB Race),Flat,Class 5,5f,5f,Good,Turf,10,7,5.0,10,5042492,Mammy (GB),2,F,128,19.0,Dylan Hogan,Michael Bell,275.4,,Bated Breath (GB),Ascended (IRE),Dark Angel
2023-06-21,GB,Ripon,17:26,William Hill Ripon Champion Bonus 2023 Maiden Fillies Stakes (GBB Race),Flat,Class 5,5f,5f,Good,Turf,10,3,6.0,3,5096522,Full Gambit (IRE),2,F,128,11.0,Ben Robinson,Amy Murphy,,,Churchill (IRE),Island Drive (IRE),Kodiac
2023-06-21,GB,Ripon,17:26,William Hill Ripon Champion Bonus 2023 Maiden Fillies Stakes (GBB Race),Flat,Class 5,5f,5f,Good,Turf,10,8,7.0,9,5021418,Shamardia (GB),2,F,128,17.0,Ben Curtis,Ismail Mohammed,,,Shamardal (USA),Kilmah (GB),Sepoy
2023-06-21,GB,Ripon,17:26,William Hill Ripon Champion Bonus 2023 Maiden Fillies Stakes (GBB Race),Flat,Class 5,5f,5f,Good,Turf,10,2,8.0,1,5007771,Foxfield (GB),2,F,128,126.0,David Allan,Tim Easterby,,,Tasleet (GB),Gold At Midnight (GB),Havana Gold
2023-06-21,GB,Ripon,17:26,William Hill Ripon Champion Bonus 2023 Maiden Fillies Stakes (GBB Race),Flat,Class 5,5f,5f,Good,Turf,10,4,9.0,2,5089393,Harswell Star (GB),2,F,128,81.0,Graham Lee,Roger Fell & Sean Murray,,,Zoustar (AUS),Dark Reckoning (GB),Equiano
2023-06-21,GB,Ripon,17:26,William Hill Ripon Champion Bonus 2023 Maiden Fillies Stakes (GBB Race),Flat,Class 5,5f,5f,Good,Turf,10,1,10.0,4,5132229,Divergency (IRE),2,F,128,19.0,Alistair Rawlinson,Tom Dascombe,,,Mehmas (IRE),Lisfannon (GB),Bahamian Bounty
2023-06-21,GB,Ripon,19:40,Ripon Summer Season Ticket Just £80 Handicap,Flat,Class 4,1m4f,12f,Good,Turf,7,3,1.0,7,4014031,Knightswood (IRE),4,G,133,3.75,Franny Norton,Charlie Johnston,6184.8,80.0,Decorated Knight (GB),Neuquen (IRE),Rock Of Gibraltar
2023-06-21,GB,Ripon,19:40,Ripon Summer Season Ticket Just £80 Handicap,Flat,Class 4,1m4f,12f,Good,Turf,7,5,2.0,2,3791386,Captain Kane (GB),4,G,132,6.0,Ben Curtis,George Scott,2900.4,79.0,Ulysses (IRE),Foundation Filly (GB),Lando
2023-06-21,GB,Ripon,19:40,Ripon Summer Season Ticket Just £80 Handicap,Flat,Class 4,1m4f,12f,Good,Turf,7,6,3.0,1,2781492,Strawman (IRE),6,G,127,8.5,Laura Coughlan,Gemma Tutty,1450.8,79.0,Starspangledbanner (AUS),Youve Got A Friend (IRE),Alhaarth
2023-06-21,GB,Ripon,19:40,Ripon Summer Season Ticket Just £80 Handicap,Flat,Class 4,1m4f,12f,Good,Turf,7,1,4.0,4,2116175,Croeso Cymraeg (GB),9,G,134,10.0,Dougie Costello,James Evans,724.8,81.0,Dick Turpin (IRE),Croeso Cusan (GB),Diktat
